Restaurant_id,hours_open_sunday,hours_open_monday,hours_open_tuesday,hours_open_wednesday,hours_open_thursday,hours_open_friday,hours_open_saturday,hours_close_sunday,hours_close_monday,hours_close_tuesday,hours_close_wednesday,hours_close_thursday,hours_close_friday,hours_close_saturday
mad-taco-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2200
napa-flats-wood-fired-kitchen-college-station-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2100
555-grill-college-station-2,,1700,1700,1700,1700,1700,1700,,2200,2200,2200,2200,2200,2200
the-republic-college-station,1700,1700,1700,1700,1700,1700,,2200,2200,2200,2200,2200,2200,
mickeys-sliders-college-station,,1100,1100,1100,1100,1100,1100,,2100,2100,2100,2200,2200,1700
twisted-noodle-cafe-college-station,1000,1000,1000,1000,1000,1000,1100,2130,2130,2130,2130,2130,2130,2100
shun-de-mom-express-college-station-6,,1030,1030,1030,1030,1030,1030,,2100,2100,2100,2100,2100,2100
ohana-korean-grill-college-station,1700,1700,1700,1700,1700,1700,,2100,2100,2100,2100,2130,2130,
first-watch-breakfast-brunch-and-lunch-college-station,0700,0700,0700,0700,0700,0700,0700,1430,1430,1430,1430,1430,1430,1430
grub-burger-bar-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2200
veritas-wine-and-bistro-college-station,1100,1100,1100,1100,1100,1100,1730,2130,2130,2130,2130,2200,2200,2130
fuego-tortilla-grill-college-station,0000,0600,0000,0000,0000,0000,0000,0400,0000,0000,0000,0000,0000,0000
canteen-bar-and-grill-college-station,1600,1600,1600,1600,1200,1200,1600,0000,0000,0000,0000,0200,0200,0000
the-west-end-elixir-company-college-station,1500,1500,1500,1500,1500,1500,1500,0200,0200,0200,0200,0200,0200,0200
40-tempura-japanese-fusion-grill-college-station,1700,1700,1700,1700,1700,1700,,2200,2200,2200,2200,2200,2200,
ye-star-chinese-buffet-college-station,1100,1100,1100,1100,1100,1100,1100,2130,2130,2130,2130,2200,2200,2130
shiraz-shish-kabob-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2200
yummi-yummi-mongolian-grill-and-sushi-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
urban-bricks-pizza-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,0000,0000,2200
koppe-bridge-bar-and-grill-college-station,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2200,2200,1600
harvey-washbangers-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
taz-indian-cuisine-college-station,1700,1700,1700,1700,1700,1700,1700,2130,2130,2130,2130,2200,2200,2130
fish-daddys-seafood-grill-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
hopdoddy-burger-bar-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,0000,0000,0015,2200
torchys-tacos-college-station,0700,0700,0700,0700,0700,0800,0800,2200,2200,2200,2200,2300,2300,2200
bbq-13-0-college-station,1700,1700,1700,1700,1700,1700,1700,2200,2200,2200,0300,0300,0300,2200
razzoos-cajun-cafe-college-station,1100,1100,1100,1100,1100,1100,1100,2300,2300,2300,2300,0000,0000,2300
cenare-italian-restaurant-college-station,1700,1700,1700,1700,1700,1100,,2130,2130,2130,2130,2200,2200,
centro-american-restaurant-and-pupuseria-college-station,1030,1030,1030,1030,1030,1030,1030,2200,2200,2200,2200,2200,2200,2200
paolos-italian-kitchen-college-station-3,1700,1700,1700,1700,1700,1700,,2130,2130,2130,2130,2130,2130,
yangtuo-club-college-station-3,,1700,1700,1700,1700,1100,1100,,2200,2200,2200,2200,2200,2200
aji-sushi-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2200
laynes-of-college-station-college-station,1030,1030,1030,1030,1030,1030,1030,2230,2230,2230,0000,0000,0000,2230
fusion-peru-college-station,1100,1100,1100,1100,1100,1100,,2200,2200,2200,2200,2200,2200,
dixie-chicken-college-station,1100,1100,1100,1100,1100,1100,1100,0200,0200,0200,0200,0200,0200,0200
mong-chon-korean-take-out-college-station,1100,1100,1100,1100,1100,1100,,2100,2100,2100,2100,2100,2100,
blue-baker-college-station-2,0700,0700,0700,0700,0700,0700,0700,2200,2200,2200,2200,2200,2200,2200
luigis-patio-ristorante-college-station,,1730,1730,1730,1730,1730,1730,,2100,2100,2100,2200,2200,2100
pin-toh-thai-cafe-bryan,1700,1700,1700,1700,1700,,,2100,2100,2100,2100,2100,,
kolache-rolfs-college-station-4,0600,0600,0600,0600,0600,0700,0700,1400,1400,1400,1400,1400,1230,1230
hes-cafe-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2200
babes-doughnut-and-coffee-shop-bryan,0700,0700,0700,0700,0700,0700,0700,1800,1800,1800,1800,1800,1600,1600
zoës-kitchen-college-station,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2100,2100,2100
blaze-fast-fired-pizza-college-station,1045,1045,1045,1045,1045,1045,1045,2230,2230,2230,2230,2330,2330,2230
christophers-world-grille-bryan,1700,1700,1700,1700,1700,1700,1700,2100,2100,2100,2100,2200,2200,2100
si-senor-mexican-grill-college-station,1830,1900,1830,1900,1900,1900,,2200,0200,2200,0200,0200,0200,
world-of-beer-college-station-2,1500,1500,1500,1500,1100,1100,1100,0000,0000,0000,0000,0200,0200,2300
wokamole-healthy-cuisine-bryan,1000,1000,1000,1000,1000,1000,,2200,2200,2200,2200,2200,2200,
cheddars-scratch-kitchen-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
tacobar-college-station-2,0700,0700,0700,0700,0700,0830,0830,2100,2100,2100,2100,0330,0330,2030
texas-roadhouse-college-station,1500,1500,1500,1500,1100,1100,1100,2200,2200,2200,2200,2300,2300,2300
bjs-restaurant-and-brewhouse-college-station-2,1100,1100,1100,1100,1100,1100,1100,0000,0000,0000,0000,0100,0100,0000
saltgrass-steak-house-college-station-3,1100,1100,1100,1100,1100,1100,1100,2130,2130,2130,2130,2230,2230,2130
rudys-country-store-and-bar-b-q-college-station,0700,0700,0700,0700,0700,0700,0700,2130,2130,2130,2130,2200,2200,2130
chois-restaurant-college-station-3,1100,1100,1100,1100,1100,1100,,2100,2100,2100,2100,2130,2130,
time-for-thai-bryan-3,1700,1700,1700,1700,1700,1700,,2100,2100,2100,2100,2100,2100,
chuys-college-station-2,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
azure-fusion-bistro-and-sake-college-station,1100,1100,1100,1100,1100,1200,1200,2300,2300,2300,2300,0000,2200,2200
pollys-cocina-college-station-2,0700,0700,0700,0700,0700,0700,0700,2100,2100,2100,2100,2100,2100,1500
gumbys-pizza-college-station,1600,1600,1600,1600,1600,1100,1100,0300,0300,0300,0300,0300,0300,0300
amico-nave-ristorante-bryan-2,1100,1100,1100,1100,1100,1700,,2200,2200,2200,2200,2200,2200,
bell-ranch-steakhouse-college-station,0600,0600,0600,0600,0600,0600,0600,2300,2300,2300,2300,2300,2300,2300
willies-grill-and-icehouse-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2130
smitty-ks-college-station,,1100,1100,1100,1100,1100,1100,,2100,2100,0000,0000,0000,2100
chef-tais-mobile-bistro-college-station-6,1100,1100,1100,1100,1100,,,1330,1330,1330,1330,1330,,
naked-fish-college-station,1100,1100,1100,1100,1100,1130,1130,2200,2200,2200,0000,2300,2300,2200
pita-pit-college-station-2,1030,1030,1030,1030,1030,1030,1030,2200,2200,2200,2200,2200,2200,2200
blue-baker-college-station,0700,0700,0700,0700,0700,0700,0700,2200,2200,2200,2200,2200,2200,2200
abuelos-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
wings-n-more-college-station-2,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
wayback-burgers-college-station-2,1030,1030,1030,1030,1030,1030,1030,2200,2200,2200,2200,2200,2200,2100
ozona-grill-and-bar-college-station,1100,1100,1100,1100,1100,0800,0800,0200,0200,0200,0200,0200,0200,0000
lamar-and-nikis-pit-bbq-and-soul-food-bryan,,1100,1100,1100,1100,1100,,,1600,1600,1600,1800,1600,
shun-de-mom-college-station,1100,1100,1100,1100,1100,,1100,2130,2130,2130,2130,2130,,2130
jasons-deli-college-station,1000,1000,1000,1000,1000,1000,1000,2200,2200,2200,2200,2200,2200,2200
maddens-casual-gourmet-bryan,1100,1100,1100,1100,1100,1100,,1400,1400,1400,2100,2100,2100,
zands-persian-kebabs-bryan,1100,1100,1100,1100,1100,1100,,2130,2130,2130,2130,2130,2130,
kluay-kluay-thai-restaurant-bryan-2,1100,1100,1100,1100,1100,1100,,2200,2200,2200,2200,2200,2200,
atami-steak-and-sushi-college-station,1630,1630,1630,1630,1630,1200,1200,2200,2200,2200,2200,2300,2300,2200
rosies-pho-college-station,1000,1000,1000,1000,1000,1000,1100,2130,2130,2130,2130,2200,2200,2130
newks-eatery-college-station,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2100,2100,2100
raising-canes-chicken-fingers-college-station,1000,1000,1000,1000,1000,1000,1000,0000,0000,0000,0000,0100,0100,0000
rosas-cafe-and-tortilla-factory-college-station,1030,1030,1030,1030,1030,1030,1030,2300,2300,2300,2300,0000,0000,2300
vys-kitchen-asian-cuisine-college-station,1030,1030,1030,1030,1030,1030,1030,2200,2200,2200,2200,2300,2300,2200
cafe-eccell-bryan,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
burger-house-bryan,1030,1030,1030,1030,1030,1030,,2100,2100,2100,2100,2100,2100,
jesses-taqueria-and-bakery-bryan,0600,0600,0600,0600,0600,0600,,1400,1400,1400,1400,1400,1300,
campfire-restaurant-bryan,0630,0630,0630,0630,0630,0630,0630,2200,2200,2200,2200,2200,2200,2200
cotton-patch-cafe-college-station,1100,1100,1100,1100,1100,1100,1030,2130,2130,2130,2130,2200,2200,2100
wings-n-more-restaurant-and-bar-college-station-2,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
t-jin-china-diner-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2230,2230,2200
master-yakiniku-korean-and-japanese-bbq-bryan,,1100,1100,1100,1100,1100,1100,,2230,2230,2230,2230,2230,2230
zaxbys-chicken-fingers-and-buffalo-wings-college-station,1030,1030,1030,1030,1030,1030,1030,2200,2200,2200,2200,2200,2200,2200
the-backyard-college-station,,1600,1600,1600,1200,1200,1200,,0200,0200,0200,0200,0200,0200
carneys-pub-and-grill-bryan,1500,1500,1500,1500,1500,1500,1500,0200,0200,0200,0200,0200,0200,2200
fuzzys-taco-shop-college-station,0700,0700,0700,0700,0700,0700,0700,2200,2200,2200,2200,2200,2200,2200
lupe-tortilla-college-station,1715,1715,1715,1715,1100,1100,1100,2100,2100,2100,2100,2200,2200,2100
the-remnant-from-nawlins-bryan,1100,1100,1100,1100,1100,1100,,2000,2000,2000,2000,2100,2100,
mooyah-burgers-fries-and-shakes-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2200
chick-fil-a-college-station,0630,0630,0630,0630,0630,0630,,2300,2300,2300,2300,2300,2300,
c-and-j-barbeque-aggieland-store-college-station,1030,1030,1030,1030,1030,1030,1100,2100,2100,2100,2100,2100,2100,1500
proudest-monkey-bryan,1100,1100,1100,1100,1100,1100,1100,2300,2300,2300,0200,0200,0200,2300
c-and-j-barbeque-the-original-store-college-station,1030,1030,1030,1030,1030,1030,1100,2030,2030,2030,2030,2100,2100,0300
chimys-cerveceria-college-station,1100,1100,1100,1100,1100,1100,,0000,0000,0000,0000,0000,0000,
fireside-cafe-and-bar-college-station,0600,0600,0600,0600,0600,0700,0700,2300,2300,2300,2300,2300,2300,2300
the-corner-bar-and-rooftop-grill-college-station,1100,1100,1100,1100,1100,1100,1200,0200,0200,0200,0200,0200,0200,0200
feed-barn-bryan,,1100,1100,1100,1100,1100,,,2100,2100,2100,2100,2100,
salata-college-station,1030,1030,1030,1030,1030,1030,1100,2100,2100,2100,2100,2200,2200,2100
genghis-grill-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
johnny-carinos-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
mcalisters-deli-college-station,1030,1030,1030,1030,1030,1030,1030,2200,2200,2200,2200,2230,2230,2200
applebees-college-station,1030,1030,1030,1030,1030,1030,1030,0200,0200,0200,0200,0200,0200,0200
potato-shack-northgate-college-station,0900,0900,0900,0900,0900,0900,0900,2200,2200,2200,2200,2200,2200,2200
koppe-bridge-bar-and-grill-college-station-2,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2200,2200,1600
laynes-chicken-fingers-college-station,1030,1030,1030,1030,1030,1030,1030,2200,2200,2200,2200,2300,2300,2200
buffalo-wild-wings-college-station,1100,1100,1100,1100,1100,1100,1100,0100,0100,0100,0100,0200,0200,0000
tx-burger-college-station-3,1030,1030,1030,1030,1030,1030,1030,2200,2200,2200,2200,2200,2200,2200
potbelly-sandwich-shop-college-station,1000,1000,1000,1000,1000,1100,1100,2200,2200,1900,2200,2200,2200,2200
shipwreck-grill-bryan,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2100
panera-bread-college-station-3,0600,0600,0600,0600,0600,0700,0700,2200,2200,2200,2200,2200,2200,2100
c-and-c-asian-garden-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2230,2230,2200
blue-baker-college-station-3,0630,0630,0630,0630,0630,0630,0630,2200,2200,2200,2200,2200,2200,2200
bavarian-brauhaus-bryan-2,1700,1700,1700,1700,1700,1700,,2030,2030,2030,2200,2200,2200,
kolache-rolfs-college-station,0600,0600,0600,,,0600,0600,1330,1330,1330,,,1330,1330
pei-wei-college-station-2,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2200,2200,2100
fox-and-hound-college-station,1100,1100,1100,1100,1100,1100,1100,0200,0200,0200,0200,0200,0200,0200
whataburger-college-station-2,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
mollys-magnificent-creamery-and-eatery-bryan-2,1100,1100,1100,1730,1730,1730,,1400,1400,1400,2030,2030,2030,
the-village-cafe-bryan,0700,0700,0700,0700,0700,0700,0700,1700,1700,0000,2200,2200,0200,1700
ihop-college-station,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
mr-gs-pizzeria-college-station,1700,1700,1700,1700,1700,1700,,2100,2100,2100,2100,2200,2200,
los-cucos-mexican-cafe-college-station-college-station-2,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
ninfas-mexican-restaurant-college-station-2,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2130
rx-pizza-and-bar-bryan,1100,1100,1100,1100,1100,1100,1000,2300,2300,2300,0000,0200,0200,2300
chef-caos-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2230,2230,2200
chipotle-mexican-grill-college-station,1045,1045,1045,1045,1045,1045,1045,2200,2200,2200,2200,2200,2200,2200
kamei-sushi-and-grill-college-station,1100,1100,1100,1100,1100,1130,1130,2100,2100,2100,2100,2130,2130,2100
freebirds-world-burrito-college-station-2,1030,1030,1030,1030,1030,1030,1030,1800,1800,1800,1800,1800,1800,1800
on-the-border-mexican-grill-and-cantina-college-station-4,1100,1100,1100,1100,1100,1100,1100,2300,2300,2300,2300,2300,2300,2300
marcos-pizza-college-station,1100,1100,1100,1100,1100,1100,1100,2300,2300,2300,2300,0000,0000,2200
kolache-rolfs-college-station-3,0600,0600,0600,0600,0600,0700,0700,1400,1400,1400,1400,1400,1230,1230
fat-burger-grill-college-station,1100,1100,1100,1100,1100,1100,1100,0000,0000,0000,0000,0000,0000,0000
freddys-frozen-custard-and-steakburgers-college-station,1030,1030,1030,1030,1030,1030,1030,2200,2200,2200,2200,2300,2300,2200
wingstop-college-station,1100,1100,1100,1100,1100,1100,1100,0000,0000,0000,0000,0000,0000,0000
lime-fresh-mexican-grill-college-station,1100,1100,1100,1100,1100,1100,,2100,2100,2100,2100,2100,1900,
chef-caos-college-station-4,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2230,2230,2200
joy-luck-chinese-and-sushi-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2230,2230,2230
red-lobster-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
fazolis-college-station,1030,1030,1030,1030,1030,1030,1030,2300,2300,2300,2300,2300,2300,2200
the-rollin-joint-college-station,,,,2200,2200,2200,,,,,1500,1500,1500,
h-e-b-college-station,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
outback-steakhouse-college-station,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2130
hungry-howies-pizza-college-station-3,1000,1000,1000,1000,1000,1000,1000,0000,0000,0000,0200,0300,0300,0000
panda-express-college-station-3,1000,1000,1000,1000,1000,1100,1100,2100,2100,2100,2100,2100,2000,2000
taco-bell-college-station,0700,0700,0700,0700,0700,0700,0700,0200,0200,0300,0400,0400,0400,0200
honeybaked-ham-co-college-station,1100,1100,1100,1100,1100,1100,,1800,1800,1800,1800,1800,1700,
dominos-pizza-college-station,1000,1000,1000,1000,1000,1000,1000,0300,0300,0300,0300,0300,0300,0300
firehouse-subs-college-station-2,1030,1030,1030,1030,1030,1030,1030,2100,2100,2100,2100,2100,2100,2100
blakes-steaks-college-station,1100,1700,1100,1700,1100,,,1400,2000,1400,2000,1400,,
kyoto-japanese-restaurant-college-station,1100,1100,1100,1100,1100,1400,1400,2130,2130,2130,2130,2130,2130,2130
chicken-oil-co-bryan,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2200,2200,2100
la-familia-taqueria-college-station,0600,0600,0600,0600,0600,0600,0700,1400,1400,1400,1400,1400,1400,1400
doubledaves-pizzaworks-college-station-6,1100,1100,1100,1100,1100,1100,1100,2300,2300,2300,2300,0000,0000,2300
hullabaloo-diner-wellborn,,,1100,1100,1100,0900,0900,,,2100,2100,2100,2100,1400
the-university-club-college-station,1100,1100,1100,1100,1100,,,1400,1400,1400,1400,1400,,
schlotzskys-college-station-3,0900,0900,0900,0900,0900,0900,0900,2200,2200,2200,2200,2200,2200,2200
hometown-chinese-restaurant-bryan,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2230,2230,2200
baked-or-fried-bryan,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2200
jimmy-johns-college-station-2,1100,1100,1100,1100,1100,1100,1100,0300,0300,0300,0300,0300,0300,0300
the-grill-at-the-pavilion-college-station,0800,0800,0800,0800,0800,,1200,1930,1930,1930,1930,1530,,2000
frittella-italian-cafe-bryan-2,,0500,0500,0500,0500,0500,1100,,2100,2100,2100,2200,2200,1400
dominos-pizza-college-station-6,1000,1000,1000,1000,1000,1000,1000,0200,0200,0200,0200,0300,0300,1400
the-tap-college-station,1100,1100,1100,1100,1100,1100,0700,0200,0200,0200,0200,0200,0200,0700
dennys-college-station,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
tree-house-cafe-long-beach,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,0000,0000,2100
freebirds-world-burrito-college-station-5,1030,1030,1030,1030,1030,1030,1030,2200,2200,2200,2200,2200,2200,2100
cicis-college-station-2,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
revs-american-grill-college-station,0700,0700,0700,0700,0700,0700,0700,0000,0000,0000,0000,2300,2200,0000
raspas-el-payasito-bryan,1100,1100,1100,1100,1100,1100,1100,2000,2100,2100,2100,2100,2100,2100
chilis-college-station,1100,1100,1100,1100,1100,1100,1100,2300,2300,2300,2300,0000,0000,2300
fuddruckers-college-station,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2200,2200,2100
kreuz-market-bryan,1030,1030,1030,1030,1030,1030,1030,2000,2000,2000,2000,2000,2000,1800
